Pokemon,Description
SeismitoadGamageroge(ガマゲロゲ)(0537),Its vibrating bumps are great for massages and it is popular with the elderly because of this. It can shatter boulders with one punch. It is closely related toCroagunk.
ThrohNageki(ナゲキ)(0538),"Throh is driven by an irresistible urge to throw larger opponents. Wild Throh use vines as belts, which increases its power when tightened. It is based on the fighting styleJudo."
SawkDageki(ダゲキ)(0539),"They train constantly to obtain the strongest karate chop and are enraged if this is disturbed. Like Throh it is based on a fighting style,Karate."
SewaddleKurumiru(クルミル)(0540),Sewaddle makes its own cloths out of leaves and other materials. It is a popular mascot for fashion designers.
SwadloonKurumayu(クルマユ)(0541),It protects itself from the cold by wrapping up in leaves. It spends all day eating fallen leaves. Swadloon-filled forests have excellent plant life.
LeavannyHahakomori(ハハコモリ)(0542),"It makes clothes from leaves and silk for small Pokémon. It keeps its eggs warm with leaves. Its arms end in sharp needles, which Leavanny uses with grace and efficiency ."
VenipedeFushide(フシデ)(0543),An insectoid Pokémon with a pronounced hump on the upper portion of its body. Its bite can paralyze large bird Pokémon. It tries to eat anything it can without much thought.
WhirlipedeHoīga(ホイーガ)(0544),"It tends to lay motionless and still, but is able to accelerate to high speeds when threatened. It is based onpill bugsand other similar insects."
ScolipedePendorā(ペンドラー)(0545),"A large horse-like millipede. It can run at high speed, trampling anything in its way. Scolipede engage in fierce territorial battles withCentiskorch. At the end of one of these battles, the victor makes a meal of the loser."
CottoneeMonmen(モンメン)(0546),"To protect itself, it shoots cotton from its body. When it gets wet in the rain, its cotton grows moist and heavy, and it cannot move. It is easily swept up and displaced by high winds."
WhimsicottErefūn(エルフーン)(0547),"As long as this Pokémon bathes in sunlight, its cotton keeps growing. If too much cotton fluff builds up, Whimsicott tears it off and scatters it. InPokémon X and Yit and its pre-evolution gained the Fairy typing."
PetililChurine(チュリネ)(0548),"The deeper the color of a Petilil's leaves, the healthier the Pokémon is. Petilil sometimes makes its home in a well-tended field or flowerbed."
LilligantDoredia(ドレディア)(0549),"Essential oils made from Lilligant flowers have a sublime scent, but they're also staggeringly expensive.Even veteran gardeners face a challenge in getting its beautiful flower to bloom. InPokémon Legends: Arceusit was given aHisuian Form"
BasculinBasurao(バスラオ)(0550),"Basculin are based on bass, and were added to showcase native fish of New York. It has two main forms, red and blue striped. They are aggressive in demeanor. InPokémon Legends: Arceusit was given a new form, white stripe, with the ability to evolve."
SandileMeguroko(メグロコ)(0551),"It moves along below the sand's surface, except for its nose and eyes. A dark membrane shields its eyes from the sun. In thePokémon Black & Whiteanime series Sandile is portrayed wearing shades. After evolving into Krokorok, it is later caught by Ash."
KrokorokWarubiru(ワルビル)(0552),Krokorok has specialized eyes that enable it to see in the dark. This ability lets Krokorok hunt in the dead of night without getting lost. They move in groups of a few individuals. A female is often the leader.
KrookodileWarubiaru(ワルビアル)(0553),"Thiscrocodile-esque Pokémon is known as the ""Bully of the Sands"". Krookodile's mighty jaws can bite through heavy plates of iron with almost no effort at all. Its incredible sight can detect small prey more than 30 miles away, even in the midst of a sandstorm."
DarumakaDarumakka(ダルマッカ)(0554),Its droppings are warm so people use them to keep themselves warm. It is based on aDaruma dolland also has aGalarian formthat is an Ice type.
DarmanitanHihidaruma(ヒヒダルマ)(0555),"This Pokémon's power level rises along with the temperature of its fire, which is able to reach 2,500 degrees Fahrenheit. If Darmanitan has its Hidden Ability, Zen Mode, upon losing at least half of its max HP, it will become Fire and Psychic type. ItsGalarian formis an ice type and its Zen Mode becomes an Ice and Fire type Pokémon."
MaractusMarakatchi(マラカッチ)(0556),"When it shakes its hands around, it sounds like maracas being played. Its English name is a portmanteau of ""maraca"" and ""cactus"". It is exclusive toCentralandSouth AmericainPokémon Go."
DwebbleIshizumai(イシズマイ)(0557),"A small scorpion like Pokémon, it makes it home in rocks and stones, making it resemble a hermit crab. If Dwebble's rock breaks, it remains agitated until it locates a replacement."
CrustleIwaparesu(イワパレス)(0558),"Crustle are highly territorial and often compete for territory, the one whose boulder is broken is the loser of the battle. Its thick claws are mighty enough to crack Rhyperior's carapace."
ScraggyZuruggu(ズルッグ)(0559),"Its headbutts are strong and brutal. Its shed skin hangs loosely around its waist, causing it to trip often. This shed skin is reminiscent ofsagged pants."
ScraftyZuruzukin(ズルズキン)(0560),"Its loose skin is reminiscent ofbalaclavasworn aroundNew York City, the basis for the Unova region. Despite having an aggressive temper Scrafty takes very good care of its family, friends, and territory."
SigilyphShinborā(シンボラー)(0561),"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast. The guardians of an ancient city, they use their psychic power to attack enemies that invade their territory. Psychic power allows these Pokémon to fly. Some say they were the guardians of an ancient city. Others say they were the guardians' emissaries. A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands. Sigilyph's design is based on theNazca Lines. It is found only around the East Mediterranean countries inPokémon Go."
YamaskDesumasu(デスマス)(0562),"Each of them carries a mask that used to be its face when it was human. Sometimes, they look at it and cry. ItsGalarian formis a Ground type on top of its Ghost type."
CofagrigusDesukān(デスカーン)(0563),A Ghost type Pokémon that based oncursed sarcophagus. It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets. ItsGalarian counterpart Runerigusis a Ground type on top of its Ghost type.
TirtougaPurotōga(プロトーガ)(0564),"Tirtouga is considered to be the ancestor of many turtle Pokémon. It was restored to life from a fossil, and once inhabited ancient seas. Although it can only crawl, it still comes up onto land in search of prey."
CarracostaAbagōra(アバゴーラ)(0565),"This Pokémon emerges from the water in search of prey despite the fact that it moves more slowly on land. Carracosta completely devours its prey, bones and all."
ArchenĀken(アーケン)(0566),"Said to be the ancestor of all bird Pokémon, Archen can barely fly, preferring to run across the ground. It is a fossil Pokémon that is based on theArchaeopteryx."
ArcheopsĀkeosu(アーケオス)(0567),"Also based on theArchaeopteryx,Archeops' plumage is delicate, so if anyone other than an experienced professional tries to restore it, they will fail."
TrubbishYabukuron(ヤブクロン)(0568),"It is based on garbage bags. Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places, though despite this, often places infested with Trubbish will be spotless soon after."
GarbodorDasutodasu(ダストダス)(0569),"It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth and shoot a poisonous liquid from its right hand fingertips. They absorb garbage and make it part of their bodies and consuming garbage makes new kinds of poison gases and liquids inside their bodies. If even a little of it gets on you, you will experience the effects of the unidentified toxins. For a time, their numbers increased explosively in Alola. Since the arrival of Grimer, their population has decreased dramatically. Some say the reason Garbodor in Alola are a little stronger than their counterparts elsewhere is the presence of Muk, their natural enemy. The toxic liquid it launches from its right arm is so virulent that it can kill a weakened creature instantly."
ZoruaZoroa(ゾロア)(0570),"Zorua, as well as its evolved form Zoroark, were the first Gen V Pokémon revealed in February 2010.[13]It tends to protect itself and surprise foes by transforming into humans and other Pokémon. If a normally talkative child stops talking, it may have been replaced by Zorua. They like to go into cities for food. It has a cowardly disposition so if it is not around friends, it will just stay transformed. It gained aHisuian ForminPokémon Legends: Arceus. InPokémon Go, it disguises itself at the player's Buddy Pokémon in the overworld."
ZoroarkZoroāku(ゾロアーク)(0571),"Bonds between these Pokémon are very strong and it protects the safety of its pack by tricking its opponents. Each has the ability to fool hundreds of people simultaneously and they protect their lair with illusory scenery. Stories say those who tried to catch Zoroark were trapped in an illusion and punished. If it thinks humans are going to discover its den, Zoroark shows them visions that make them wander around in the woods. Seeking to ease the burden of solitude, lonely Trainers tell Zoroark to show illusions to them. It gained aHisuian ForminPokémon Legends: Arceus. Zoroark plays a central role in the movieZoroark: Master of Illusions."
MinccinoChirāmii(チラーミィ)(0572),"It loves to clean and even has a broom-like tail. They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
CinccinoChirachīno(チラチーノ)(0573),"Cinccino uses its long fur as a scarf. Its fur is coated in a special oil that repels enemy attacks, and is highly popular in fashion."
GothitaGochimu(ゴチム)(0574),"They intently observe both trainers and Pokémon. Apparently, they are looking at something that only Gothita can see."
GothoritaGochimiru(ゴチミル)(0575),"Starlight is the source of their power. At night, they mark star positions by using psychic power to float stones."
GothitelleGochiruzeru(ゴチルゼル)(0576),"They can predict the future from the placement and movement of the stars and see trainers' lifespans. It is based onRomanisoothsayersandgothic lolitaclothing. Like its pre-evolved forms, Gothitelle also has a 25% male, 75% female gender ratio."
SolosisYuniran(ユニラン)(0577),They drive away attackers by unleashing psychic power and usetelepathyto talk with others. Solosis is based on cells.
DuosionDaburan(ダブラン)(0578),"If its two brains think the same thing, its psychic power is doubled. However, the two halves rarely think alike, and its actions are utterly unpredictable. It is based on the splitting of cells."
ReuniclusRankurusu(ランクルス)(0579),"It is said that drinking the liquid surrounding Reuniclus grants wisdom. However, the liquid is highly toxic to anything besides Reuniclus itself. It represents the final process ofmitosis."
DucklettKoaruhī(コアルヒー)(0580),"They are better at swimming than flying, and happily hunt their favorite food, peat moss, as they dive underwater. When attacked, they splash water and flee undercover. It is based on the story ofThe Ugly Duckling."
SwannaSuwanna(スワンナ)(0581),"Despite their elegant appearance, they can flap their wings strongly and fly for thousands of miles. Swanna start to dance at dusk. Like Ducklett, it is based on the ending ofThe Ugly Duckling."
VanilliteBaniputchi(バニプッチ)(0582),"Supposedly born when the energy from the sun hits an icicle while wishing not to melt, it breathes -58 °F air. It tends to sleep deep in the snow. Unable to survive in hot areas, it makes itself comfortable by breathing out air cold enough to cause snow. It feels pleasantly cool when embraced, which is why it is treasured by households in warm regions. When it is in warm places it shrinks little by little. Vanillite and its evolutionary line were designed by British artist James Turner and is based on ice cream cones.[14]"
VanillishBaniritchi(バニリッチ)(0583),"It blasts enemies with cold air reaching −148 degrees Fahrenheit, freezing them solid. But it spares their lives afterward—it is a kind Pokémon. It was designed by British artist James Turner and is based on ice cream cones.[14]"
VanilluxeBaibanira(バイバニラ)(0584),"When its anger reaches a breaking point, this Pokémon unleashes a fierce blizzard that freezes every creature around it. It was designed by British artist James Turner and is based on ice cream cones.[14]"
DeerlingShikijika(シキジカ)(0585),The turning of the seasons changes the color and scent of this Pokémon's fur. Its form changes depending on the in-game season.
SawsbuckMebukijika(メブキジカ)(0586),"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring. Like with Deerling, Sawsbuck's form changes depending on the in-game season."
EmolgaEmonga(エモンガ)(0587),"It lives in treetops and glides on its membrane releasing electricity as it glides, shocking friends and foes alike. Birds tend to stay away from this, so it can keep all the food to itself. It uses this to grill berries and makes a meal. It nests in hole gouged in by Pikipek. It may be cute, but it is also troublesome. Sometimes it stuffs its cheeks so much, it cannot fly properly. It is based on theflying squirrel."
KarrablastKaburumo(カブルモ)(0588),It evolves by trading one for Shelmet. It spits a liquid from its mouth to melt through Shelmet's shell. Karrablast does not eat the shell— it eats only the contents.
EscavalierShubarugo(シュバルゴ)(0589),"After meeting a Shelmet, Karablast will steal its shell and craft a set of armor out of it. It charges its enemies, lances at the ready. An image of one of its duels is captured in a famous painting of Escavalier clashing with Sirfetch'd."
FoongusTamagetake(タマゲタケ)(0590),"Both Foongus and its evolution have their names based on a corruption of the phrase ""fungus among us""."
AmoongussMorobareru(モロバレル)(0591),"They show off their Poké Ball caps to lure prey, but very few Pokémon are fooled by this. Due to the fact that its Pokédex entries imply it preys on humans, it appears to be based on the mushroom monsters from ""The Voice in the Night"", a short story by the English writerWilliam Hope Hodgsonthat inspired a famous Japanesecult film,Matango."
FrillishPururiru(プルリル)(0592),"It envelops its prey in its veil like arms and draws it down to the deeps, five miles below the ocean's surface. It has two forms, a blue male form and a pink female form."
JellicentBurungeru(ブルンゲル)(0593),"They make their lairs from sunken ships. Whenever a full moon hangs in the night sky, schools of Jellicent gather near the surface of the sea, waiting for their prey to appear."
AlomomolaMamanbō(ママンボウ)(0594),"Fishermen take them along on long voyages, because if you have an Alomomola with you, there will be no need for a doctor or medicine. Pokémon gather around it in the open sea. Alomomola are based on thesunfish.[15]"
JoltikBachuru(バチュル)(0595),"Since Joltik cannot produce electricity yet, it has learned to either suck electricity from electrical outlets or attach itself to large bodied Pokémon to feed off static electricity. They can often be found clinging to Yampers butt as well."
GalvantulaDenchura(デンチュラ)(0596),"They create electric webs that paralyze prey. Often it leaves these webs at nests of bird Pokémon, where it hunts chicks still learning to fly."
FerroseedTesshīdo(テッシード)(0597),"They stick to the roofs and walls of caves. When it is threatened, it attacks by shooting a barrage of spikes, giving it a chance to escape by rolling away."
FerrothornNattorei(ナットレイ)(0598),It crawls across rock walls by stabbing the spikes on its feelers into the stone. It fights by swinging these around. A hit from these steel spikes can reduce a boulder to rubble.
KlinkGiaru(ギアル)(0599),The two predetermined gears it is composed of mesh only well with each other and are closer than twins as they will rebound from any other gear. Interlocking and spinning around generates the energy needed to live and attack. It is suspected that Klink was the inspiration behind ancient people's invention of the first gears.
KlangGigiaru(ギギアル)(0600),"Its made up of a large gear and a minigear. By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster. This causes it to fire its minigear at foes to attack, though it will die if it does not return soon. When Klang goes all out, the minigear links up perfectly with the outer part of the big gear, and this Pokémon's rotation speed increases sharply. Many companies in the Galar region choose Klang as their logo, and it is considered the symbol of industrial technology around the world."
KlinklangGigigiaru(ギギギアル)(0601),"The red part of its lower gear acts as an energy tank to store energy into, though like the two main gears, the third one is not actually alive. The gears rotate at a high speed as a rapid energy charge, then it fires energy through its spikes into an area."
TynamoShibishirasu(シビシラス)(0602),They live in groups as they are very weak alone. They swim through electric currents in the air. Tynamo's evolution line is based on thesea lamprey.[15]
EelektrikShibibīru(シビビール)(0603),It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Eelektrik is an aggressive hunter and will attack anything it can find.
EelektrossShibirudon(シビルドン)(0604),"They will attack prey on shore and immediately drag it into the ocean. Eelektross is notable thanks to its Levitate ability, which makes it immune to ground type attacks. Because of this it is the only Pokémon not weak to any type."
ElgyemRigurē(リグレー)(0605),"Elgyem's English name comes from LGM (an abbreviation of ""Little Green Men""). It uses its psychic power to squeeze its foes brain, causing headaches. It was first seen 50 years ago in the desert, and some say a crashed UFO is the origin of it. Some people think aliens exist, but sometimes it might just be an Elgyem flying by. If it stands near a TV, strange scenery appears, and some think these pictures are from its home."
BeheeyemŌbemu(オーベム)(0606),"Beheeyem's English name comes from BEM (an abbreviation of ""Bug-eyed monster""). They are able to control the memories others and are often found in wheat fields preying onDubwool."
LitwickHitomoshi(ヒトモシ)(0607),"The flame that Litwick has is actually its burning souls that it uses as food. The younger the life this Pokémon absorbs, the brighter and eerier the flame on its head burns."
LampentRanpurā(ランプラー)(0608),"Once Lampent finds someone whose death is near, it will trail quietly after them. It hangs around hospitals, waiting for people to die."
ChandelureShandera(シャンデラ)(0609),"It haunts dilapidated mansions. It absorbs a spirit, which it then burns, leaving the body behind. By waving the flames on its arms, it puts its foes into a hypnotic trance. The spirits burned up in its ominous flame lose their way and wander this world forever. In homes illuminated by Chandelure instead of lights, funerals were a constant occurrence— or so it is said. Chandelure is a playable character inPokkén Tournament DXand is also an enemy in the Smash Run mode inSuper Smash Bros. for Nintendo 3DS"
AxewKibago(キバゴ)(0610),They play with each other by knocking their large tusks together. Their tusks break but grow back quickly. It is the partner of Iris in theBlackandWhiteanime.
FraxureOnondo(オノンド)(0611),"After battle, this Pokémon carefully sharpens its tusks on river rocks. It needs to take care of its tusks—if one breaks, it will never grow back."
HaxorusOnonokusu(オノノクス)(0612),"It is very proud of its shard red tusks, and takes and great care in keeping them in good shape. They are kind, but protect their territory aggressively."
CubchooKumashun(クマシュン)(0613),"If it sniffles its runny nose, it gains more power. The viscosity of its snot determines its health, a sick Cubchoo's snot is watery while healthy Cubchoo have thick and viscous mucus."
BearticTsunbeā(ツンベアー)(0614),"Living in northern areas, it becomes energetic when swimming. It can also freeze its breath, making fangs and claws that are harder than steel made of ice to fight with. They can even freeze water and sleep on it when they're tired too. It is a ravenous carnivore. It freezes prey to preserve them. It is referred to and feared as ""The Snow White Demon"" in northern lands. It is based on apolar bear."
CryogonalFurījio(フリージオ)(0615),"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice. They are born in snow clouds and they use chains made of ice crystals to capture prey at -148 °F. It then takes its victims away to somewhere unknown. Cryogonal appear during cold seasons. It is said that people and Pokémon who die on snowy mountains are reborn into these Pokémon. It is almost never seen during the summer. Cryogonal uses its chains of ice to constrict its opponents and then flash-freezes them where they stand."
ShelmetChobomaki(チョボマキ)(0616),It is hunted by Karrablast and trading one for Karrablast will evolve it. Shelmet closes its shell to protect itself from attacks. It also produces and spits out a poisonous liquid.
AccelgorAgirudā(アギルダー)(0617),It moves with blinding speed and lobs poison at foes. Featuring Accelgor as a main character is a surefire way to make a movie or comic popular.
StunfiskMaggyo(マッギョ)(0618),It conceals itself in the mud of the seashore and flat seabeds. Stunfisk is based on theflatfish.[15]ItsGalarian formlooks similar to a bear trap and is a Ground/Steel type.
MienfooKojofū(コジョフー)(0619),Any creature that approaches Mienfoo carelessly will be greeted with a flurry of graceful attacks.
MienshaoKojondo(コジョンド)(0620),It wields the fur on its arms like a whip. It uses these to overwhelm opponents with speed.
DruddigonKurimugan(クリムガン)(0621),"It is a dragon-like Pokémon based on anAgama agama. Druddigon races through narrow caves, using its sharp claws to catch prey. The skin on its face is harder than a rock."
GolettGobitto(ゴビット)(0622),"This Pokémon was created fromclay. It received orders from its master many thousands of years ago, and it still follows those orders to this day. Golett and Golurk are among the first Pokémon to be designed by a Western artist.[16]"
GolurkGorūgu(ゴルーグ)(0623),"Golurk's design is inspired by theGolem of PragueofJewish folklore, a clay figure given life to protect the Jewish people ofPraguefrom attacks and persecution.[17]It flies in the sky atMachspeeds with its legs tucked in. Some believe that the seal on its heat can provide limitless energy but when the seal is removed, it rages and destroys towns. It is said that they were built for labor and that they follow their masters orders faithfully. Artillery platforms were made for them to fire energy beams on."
PawniardKomatana(コマタナ)(0624),They are smallsamurai-like Pokémon that fight at Bisharp's command. They resemble thePawnin a game of chess. They cling to their prey and inflict damage by sinking their blades into their opponents.
BisharpKirikizan(キリキザン)(0625),"Based onsamuraisand theBishop (chess), it leads a group of Pawniard. It battles to become the boss of a group and will be driven away if it loses. Violent conflicts erupt between Bisharp and Fraxure over places where sharpening stones can be found. In Paldea, they are able to evolve into Kingambit."
BouffalantBaffuron(バッフロン)(0626),"It is based on theAmerican bison, and the fur on its head resembles anafrohaircut. These Pokémon live in herds of about 20 individuals. Bouffalant that betray the herd will lose the hair on their heads. InPokémon Go, it is exclusively found inNew York City."
RuffletWashibon(ワシボン)(0627),They will challenge anything (even strong opponents) without fear. Their frequent fights help them become stronger.
BraviaryWōguru(ウォーグル)(0628),"A Pokémon based on thebald eagle. Its colour scheme may also be inspired by the red, white and blue of theflag of the United States. Additionally, its design may be influenced byNative Americanculture, which is apparently reflected in the feathers on its head, resemblingwar bonnets. InPokémon Legends: Arceusit gained aHisuian Form."
VullabyBaruchai(バルチャイ)(0629),Vullaby grow quickly. Bones that have gotten too small for older Vullaby to wear often get passed down to younger ones in the nest.
MandibuzzBarujīna(バルジーナ)(0630),It skillfully arranges the bones of its prey to construct its nest and to style itself.
HeatmorKuitaran(クイタラン)(0631),"Based on thegiant anteater, a flame serves as its tongue, melting through the hard shell of Durant so that Heatmor can devour their insides."
DurantAianto(アイアント)(0632),They build large complex nests in mountain sides. Durant are prey for Heatmor and attempt to fight them through pure numbers.
DeinoMonozu(モノズ)(0633),"Deino is derived from ""one"" in German (ein). Approaching it carelessly is dangerous. They cannot see, so they tend to tackle and bite everything to learn about their surroundings. If it likes what it tastes, it will commit the associated scent to memory. You will be covered in wounds until a Deino warms up to you. Their bodies are covered in wounds and it is not a picky eater. It nests deep inside a cave. The food there is scarce, so Deino will sink its teeth into anything that moves and will attempt to eat it."
ZweilousJiheddo(ジヘッド)(0634),"Zweilous is derived from ""two"" in German (zwei). Since its two heads do not get along at all, they tend to compete and fight with each other about food, which is why they eat a lot and are covered in scars without even battling. The one who eats more is the leader. Once they eat all the food in their territory, they move to a new area. If you do not give each head the same amount of attention, they will fight each other out of jealousy. The two heads have different likes and dislikes and because they fight each other, they get stronger without even fighting."
HydreigonSazandora(サザンドラ)(0635),"Hydreigon is derived from ""three"" in German (drei), hydra, and dragon. The heads on their arms do not have brains, only the central one does. They use all three heads to consume and destroy everything. It responds to movement by attacking. This scary, three headed Pokémon devours everything in its path. There is a slew of stories about villages that were destroyed by Hydreigon. It bites anything that moves, because the three heads take turns sinking their teeth into the opponent and their attacks will not slow until their target goes down. It is very intelligent, but thinks only of destruction."
LarvestaMeraruba(メラルバ)(0636),"When volcanic ash covered the atmosphere, it is said that its fire helped replace the sun. In battle, everything around them is engulfed in flames due to it scattering emerging scales with its six wings. If a Pokémon was frozen, its fire helped them. It was feared by ancient people as ""the rage of the sun"", and murals depict this Pokémon as a deity of the sun. Its burning body makes it unpopular."
VolcaronaUrugamosu(ウルガモス)(0637),"Thought to be an embodiment of the sun, Volcarona appeared during a bitterly cold winter and saved Pokémon from freezing. Ancient murals depict Volcarona as a deity of fire and referred to it as ""the rage of the sun"". In Paldea, past and future relatives called Slither Wing and Iron Moth can be found in Area Zero."
CobalionKobaruon(コバルオン)(0638),"Cobalion's design is inspired byAthosfromThe Three Musketeers.[18]It has a body and heart of steel and worked with allies to punish people when they hurt Pokémon. It and the others (Virizion, Terrakion, and Keldeo) learn the moveSacred Sword, which was once their signature move."
TerrakionTerakion(テラキオン)(0639),"Terrakion's design is inspired byPorthosfromThe Three Musketeers.[18]Legends say that to protect its allies, it will destroy a castle just by crashing into it."
VirizionBirijion(ビリジオン)(0640),Virizion's design is inspired byAramisfromThe Three Musketeers.[18]It gracefully leaps at its opponents as they watch in awe.
TornadusTorunerosu(トルネロス)(0641),"This Legendary Pokémon zooms around at 200 mph, expelling enough energy from its tail to cause massive storms and rip houses apart in every direction as it zooms over them. Its lower half is wrapped in a cloud of energy. It is said that it causes the seasons to change by stirring up winds. It is thought that this form is its false one. Tornadus' ""Incarnate Forme"" is inspired by the JapaneseFūjin, theShintogod of the wind, while its ""Therian Forme"" stems from theFour Symbolsof Chinese myth, specifically theVermilion Bird. It is capable of transforming between these formes via an item called the ""Reveal Glass"".[17][19]"
ThundurusBorutorosu(ボルトロス)(0642),"This Legendary Pokémon launches massive thunderbolts everywhere in the region, causing houses and forests to burn and it waged war against Tornadus since time immemorial. It is therefore disliked. However, the thunderbolts that pierce the earth actually enriches it. Thundurus' ""Incarnate Forme"" is inspired by the JapaneseRaijin, the Shinto god of lightning, thunder and storms, while its ""Therian Forme"" stems from the Four Symbols of Chinese myth, specifically theAzure Dragon. It is capable of transforming between these formes via an item called the ""Reveal Glass"".[17][19]"
ReshiramReshiramu(レシラム)(0643),"It can be owned by either the player or the character N. Reshiram is also the main legendary forPokémon Black. This Legendary Pokémon's tail flares with fire as it flies though the sky as fast as a jet and it incinerates everything around it and can not only heat the atmosphere, changing the weather because of it, but it can scorch the world. It is spoken about in legends. It likes to help people who want to build a world of truth. They say that those who ignore truth and let themselves be consumed by greed will have Reshiram burn their kingdoms to the ground."
ZekromZekuromu(ゼクロム)(0644),"It powers up with electricity from its tail. Zekrom can either be owned by the player or the character N and is the main legendary forPokémon White. Concealing itself in thunderclouds, this Legendary Pokémon flies throughout the Unova region. Its tail spins like a motorized generator, producing large amounts of electricity. It appears in legends. It assists those who believe in an ideal world. It is told that if people lose the righteousness in their hearts, Zekrom will come to raze their kingdom to the ground by its powerful lightning."
LandorusRandorosu(ランドロス)(0645),"Lands visited by this Legendary Pokémon grant such bountiful crops that it has been hailed as ""The Guardian of the Fields"" because it creates energy through the forces of lightning and wind through its tail. When the incarnations of wind and of lightning clash, Landorus arrives to quell the conflict. After the tempests and thunderbolts abate, the land is sure to be blessed with bountiful harvests. Landorus' ""Incarnate Forme"" is inspired by the JapaneseInari Ōkami, the Shinto god of agriculture and fertility, while its ""Therian Forme"" stems from the Four Symbols of Chinese myth, specifically theWhite Tiger. It is capable of transforming between these Formes via an item called the ""Reveal Glass"".[17][19]"
KyuremKyuremu(キュレム)(0646),"This Legendary Pokémon generates powerful frozen energy inside it, but it become partially frozen when the energy leaked out. It lies in wait for a hero to fill its missing parts of its body with either truth from Reshiram, or ideals from Zekrom, creating either ""White Kyurem"" or ""Black Kyurem"" respectively. Dwelling within it lies a power greater than either Reshiram or Zekrom, but the ultracold air keeps it bound. It appears that it freezes its own cells to stabilize them."
KeldeoKerudio(ケルディオ)(0647),"Keldeo's design is inspired byd'ArtagnanfromThe Three Musketeers.[18]This Mythical Pokémon can blast water from its hooves, letting it run across water. Since Virizion, Terrakion, and Cobalion trained it, it now seeks to train itself around the world. It is great at using leg moves in battle and appears at scenic water fronts. It also has a Resolute form, and when its Resolute its body fills with power and its jumps are too quick to follow. Its horns also change to be able to cute through anything."
MeloettaMeroetta(メロエッタ)(0648),"Aria Forme:Meloetta's ""Aria Forme"". This Mythical Pokémon sings with a special melody that can control the feelings of anyone who hears it, whether it be happy or sad. Many famous songs take inspiration from the tunes Meloetta sings."
Unknown,"Pirouette Forme:Meloetta's ""Pirouette Forme"" is inspired by dance, compared to ""Aria Forme"" which is inspired by song. It is able to change its form by using the moveRelic Song."
GenesectGenosekuto(ゲノセクト)(0649),"Over 300 million years ago, this ancient Mythical bug Pokémon was feared as the strongest of hunters. Then, Team Plasma modified it and upgraded the cannon on its back. InSuper Smash Bros. for Nintendo 3DS and Wii UandSuper Smash Bros. Ultimate, it will useTechno Blaston its opponents."
ChespinHarimaron(ハリマロン)(0650),"Chespin are small creatures that can harden the quills on their head to smash rocks.[20]Its design is based on achestnutand ahedgehog.[21]In the anime, Chespin was the first Grass-type starter to never be captured byAsh Ketchum, followed byGrookey."
QuilladinHaribōgu(ハリボーグ)(0651),"Quilladin are a kind species that have a tough shell of armour.[22][23]Upon Quilladin's reveal prior to the release ofXandY, fans expressed distaste over its wrecking ball-like design.[18]Its design has elements of a pinecone and squirrel.[21]"
ChesnaughtBurigaron(ブリガロン)(0652),Chesnaught are powerful hedgehog Pokémon capable of moving tanks and withstanding explosions.[24][25]It is based onGlyptodon.
FennekinFokko(フォッコ)(0653),Fennekin are fox-like Pokémon whose ears can heat the air to 200 °C (390 °F).[26]Its design is based on thefennec fox.[21]
BraixenTērunā(テールナー)(0654),"Braixen are fox-like Pokémon that use a flaming twig stored in their tail-fur to battle.[27]Its English name is a portmanteau of""braise""and""vixen"".[18]Braixen is also a playable character inPokkén Tournament."
DelphoxMafokushī(マフォクシー)(0655),"Delphox are fox-esque Pokémon that have psychic abilities and are capable of creating 3,000 °C (5,400 °F) flames.[28]"
FroakieKeromatsu(ケロマツ)(0656),Froakie are frog-esque Pokémon that can secrete defensive bubbles from their back and neck.[29]
FrogadierGekogashira(ゲコガシラ)(0657),"Frogadier are agile, frog-esque Pokémon said to be capable of climbing a 610 m (2,000 ft) building in a minute.[30]Its English name is a portmanteau of ""frog"" and ""brigadier"".[18]"
GreninjaGekkōga(ゲッコウガ)(0658),"As aninjafrog Pokémon, Greninja are able to createshurikensfrom water that can slice metal.[31]Greninja that have the ability 'Battle Bond' are capable of transforming into 'Ash-Greninja' (a form of Greninja based on the change that occurs in thePokémon XYanimeseries that happens whenever Ash's Greninja has a strong connection with Ash).[32]Greninja was designed by Yusuke Ohmura.[33]Greninja's name is a portmanteau of the French word for frog (grenouille) and ""ninja"".[34]Greninja's design has been well received by fans and critics alike.[21][35][36][37]In a 2016 poll, Greninja was voted as the most popular Pokémon in Japan.[38]In the 2020 Pokémon of the Year Poll run by Google, Greninja was the most voted Pokémon in the world.[39]It is also aplayable characterin the crossover fighting gameSuper Smash Bros. for 3DSandWii U[40]andSuper Smash Bros. Ultimate.[41]"
