Pokédex Number,Pokémon Name,Types,Image URL,Abilities,Moves,Description
923.0,Pawmot,"['Electric', 'Fighting']",https://img.pokemondb.net/sprites/scarlet-violet/normal/pawmot.png,"['volt-absorb', 'natural-cure', 'iron-fist']","['fire-punch', 'ice-punch', 'thunder-punch', 'scratch', 'slam', 'take-down', 'double-edge', 'bite', 'growl', 'hyper-beam', 'low-kick', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'agility', 'quick-attack', 'metronome', 'swift', 'rest', 'super-fang', 'substitute', 'thief', 'protect', 'endure', 'charm', 'spark', 'sleep-talk', 'baton-pass', 'encore', 'metal-claw', 'rain-dance', 'sunny-day', 'crunch', 'facade', 'focus-punch', 'charge', 'helping-hand', 'brick-break', 'knock-off', 'arm-thrust', 'rock-tomb', 'bulk-up', 'close-combat', 'fling', 'seed-bomb', 'focus-blast', 'giga-impact', 'thunder-fang', 'discharge', 'grass-knot', 'charge-beam', 'electro-ball', 'low-sweep', 'entrainment', 'volt-switch', 'electroweb', 'wild-charge', 'play-rough', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'throat-chop', 'body-press', 'coaching', 'tera-blast', 'revival-blessing', 'double-shock', 'supercell-slam', 'upper-hand']","Calyrex is anarctic hare-resemblant Legendary Pokémon sporting a large, bulbouscrown-like growth on its head and is the focus ofThe Crown Tundrastory. It was once a ruler of Galar who reigned during ancient times. Calyrex is a very intelligent Pokémon who has ability to envision the events of all three phases of time: Past, Present and Future. Calyrex has two additional forms that can be taken when it mounts and ""fuses"" with one of the Legendary Steeds using the Reins of Unity; Ice Rider form if fused with Glastrier, and Shadow Rider form if fused with Spectrier. Calyrex is merciful, bestowing healing and blessings, and also provides the growth of crops. Which is why it is also known as the King of Bountiful Harvests. Calyrex's two forms each have a signature move; Glacial Lance for Ice Rider Calyrex and Astral Barrage for Shadow Rider Calyrex. As seen in the main Crown Tundra story, should it choose to communicate with humans. Calyrex can take over one's body and use it to speak the human language."
924.0,Tandemaus,['Normal'],https://img.pokemondb.net/sprites/scarlet-violet/normal/tandemaus.png,"['run-away', 'pickup', 'own-tempo']","['pound', 'take-down', 'double-edge', 'bite', 'low-kick', 'thunder-wave', 'dig', 'agility', 'swift', 'rest', 'super-fang', 'substitute', 'thief', 'protect', 'mud-slap', 'endure', 'charm', 'sleep-talk', 'baton-pass', 'encore', 'rain-dance', 'sunny-day', 'crunch', 'beat-up', 'facade', 'taunt', 'helping-hand', 'hyper-voice', 'fake-tears', 'tickle', 'bullet-seed', 'aerial-ace', 'mud-shot', 'water-pulse', 'feint', 'u-turn', 'copycat', 'seed-bomb', 'switcheroo', 'shadow-claw', 'grass-knot', 'double-hit', 'low-sweep', 'after-you', 'echoed-voice', 'play-rough', 'baby-doll-eyes', 'tera-blast', 'population-bomb']","If Calyrex rides on Glastrier, its secondary type changes into Ice. In this form, Calyrex will learn the move Glacial Lance. Its second Ability will be Chilling Neigh due to the Ability As One."
925.0,Maushold,['Normal'],https://img.pokemondb.net/sprites/scarlet-violet/normal/maushold.png,"['friend-guard', 'cheek-pouch', 'technician']","['pound', 'take-down', 'double-edge', 'hyper-beam', 'low-kick', 'thunder-wave', 'dig', 'agility', 'swift', 'rest', 'super-fang', 'substitute', 'thief', 'protect', 'mud-slap', 'endure', 'charm', 'sleep-talk', 'encore', 'rain-dance', 'sunny-day', 'crunch', 'beat-up', 'facade', 'follow-me', 'taunt', 'helping-hand', 'hyper-voice', 'fake-tears', 'bullet-seed', 'aerial-ace', 'mud-shot', 'water-pulse', 'u-turn', 'copycat', 'seed-bomb', 'giga-impact', 'shadow-claw', 'grass-knot', 'double-hit', 'low-sweep', 'echoed-voice', 'play-rough', 'baby-doll-eyes', 'tera-blast', 'population-bomb', 'tidy-up', 'trailblaze', 'chilling-water']","If Calyrex rides on Spectrier, its secondary type changes into Ghost. In this form, it will learn the move Astral Barrage. Due to the Ability As One, Calyrex will acquire the Ability Grim Neigh."
926.0,Fidough,['Fairy'],https://img.pokemondb.net/sprites/scarlet-violet/normal/fidough.png,"['own-tempo', 'klutz']","['tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'roar', 'dig', 'agility', 'lick', 'rest', 'substitute', 'protect', 'mud-slap', 'endure', 'charm', 'sleep-talk', 'baton-pass', 'sweet-scent', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'facade', 'helping-hand', 'wish', 'yawn', 'endeavor', 'howl', 'mud-shot', 'covet', 'copycat', 'last-resort', 'thunder-fang', 'ice-fang', 'fire-fang', 'work-up', 'snarl', 'misty-terrain', 'play-rough', 'dazzling-gleam', 'baby-doll-eyes', 'psychic-fangs', 'stomping-tantrum', 'tera-blast', 'trailblaze', 'alluring-voice']","Wydeer was one of the new Pokémon introduced inPokémon Legends: Arceus. Stantler native to the Hisui region evolve into Wyrdeer after using its signature move, Psyshield Bash, in the Agile Style at least 20 times. This Pokémon has been treasured since long ago by the people of this region, for whom it is indispensable. It grows much larger when it evolves, and garments with the fur shed from its beard, tail, and legs are highly prized for their top-notch protection against the cold. A special Wyrdeer appears as a ridable Pokémon inPokémon Legends: Arceus, letting the player cross terrain much faster."
927.0,Dachsbun,['Fairy'],https://img.pokemondb.net/sprites/scarlet-violet/normal/dachsbun.png,"['well-baked-body', 'aroma-veil']","['tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'growl', 'roar', 'hyper-beam', 'dig', 'agility', 'lick', 'rest', 'substitute', 'protect', 'scary-face', 'mud-slap', 'endure', 'charm', 'sleep-talk', 'baton-pass', 'rain-dance', 'sunny-day', 'crunch', 'psych-up', 'facade', 'helping-hand', 'endeavor', 'mud-shot', 'covet', 'last-resort', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'work-up', 'snarl', 'draining-kiss', 'misty-terrain', 'play-rough', 'dazzling-gleam', 'baby-doll-eyes', 'psychic-fangs', 'stomping-tantrum', 'body-press', 'tera-blast', 'trailblaze', 'alluring-voice']","Kleavor was one of the new Pokémon introduced inPokémon Legends: Arceus. A special mineral found in the Hisui region known as the Black Augurite causes Scyther native to the region to evolve into Kleavor. Parts of its body have hardened into stone. The stone parts often get chipped during fierce battles, and Kleavor that have survived many battles will display larger chipping across their bodies. However, the chipping actually makes these stone parts sharper, increasing their slicing power. It is said that the people of Hisui once used pieces of stone that had fallen from Kleavor to craft tools. A special Kleavor acts as one of the Noble Pokémon in Hisui and the first encountered by the player inPokémon Legends: Arceus."
928.0,Smoliv,"['Grass', 'Normal']",https://img.pokemondb.net/sprites/scarlet-violet/normal/smoliv.png,"['early-bird', 'harvest']","['tackle', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'swift', 'rest', 'substitute', 'flail', 'protect', 'giga-drain', 'endure', 'charm', 'sleep-talk', 'sweet-scent', 'synthesis', 'sunny-day', 'memento', 'facade', 'helping-hand', 'weather-ball', 'bullet-seed', 'magical-leaf', 'seed-bomb', 'energy-ball', 'earth-power', 'leaf-storm', 'grass-knot', 'grassy-terrain', 'strength-sap', 'solar-blade', 'terrain-pulse', 'tera-blast', 'trailblaze']","Ursaluna was one of the new Pokémon introduced inPokémon Legends: Arceus. It is a new evolution of Ursaring native to theHisuiregion; it evolves from Ursaring when thePeatBlock item is used on it during afull moonin the game'soverworld.[35]Its new form and typing is speculated to have originated from the swampy regions within the region. Similar to thecrescent moonpattern onTeddiursaand thenew moonpattern on Ursaring. There is a pattern on Ursaluna's head inspired by a full moon on a cloudy night. Ursaluna is inspired by theUssuri brown bearfound inHokkaidō, the region of Japan that inspired Hisui, among other places inEast Asia. One special Ursaluna acts as a ridable Pokémon inPokémon Legends: Arceus, able to track down hidden objects with its heightened senses and digging abilities.[36]The ""Bloodmoon"" form is found the land of Kitakami in ""The Teal Mask"" DLC ofPokémon ScarletandViolet."
929.0,Dolliv,"['Grass', 'Normal']",https://img.pokemondb.net/sprites/scarlet-violet/normal/dolliv.png,"['early-bird', 'harvest']","['tackle', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'swift', 'rest', 'substitute', 'flail', 'protect', 'giga-drain', 'endure', 'charm', 'sleep-talk', 'sweet-scent', 'sunny-day', 'facade', 'helping-hand', 'weather-ball', 'bullet-seed', 'magical-leaf', 'seed-bomb', 'energy-ball', 'earth-power', 'leaf-storm', 'grass-knot', 'grassy-terrain', 'solar-blade', 'terrain-pulse', 'tera-blast', 'trailblaze']","Basculegion was one of the new Pokémon introduced inPokémon Legends: Arceus. The Basculin native to the Hisui region are of a new form known as White Stripe Basculin, which are the only form of Basculin that can evolve into Basculegion. This evolution occurs when a Basculin is possessed by the souls of other Basculin from its school that could not withstand the harsh journey upstream. To trigger its evolution in gameplay, a White-Striped Basculin must take at least 294 HP of recoil damage across all its battles, barring any damage after it has already fainted. Basculegion fights together with these souls, which attack opponents as if with a will of their own. Its appearance and attack stats differ depending on its gender. A special male Basculegion appears as a ridable Pokémon inPokémon Legends: Arceus, being ridden by the player to cross surfaces of water."
930.0,Arboliva,"['Grass', 'Normal']",https://img.pokemondb.net/sprites/scarlet-violet/normal/arboliva.png,"['seed-sower', 'harvest']","['tackle', 'hyper-beam', 'absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf', 'solar-beam', 'petal-dance', 'light-screen', 'reflect', 'metronome', 'swift', 'rest', 'substitute', 'flail', 'protect', 'giga-drain', 'endure', 'charm', 'sleep-talk', 'safeguard', 'encore', 'sweet-scent', 'sunny-day', 'mirror-coat', 'psych-up', 'facade', 'helping-hand', 'hyper-voice', 'weather-ball', 'bullet-seed', 'magical-leaf', 'fling', 'seed-bomb', 'energy-ball', 'earth-power', 'giga-impact', 'leaf-storm', 'grass-knot', 'petal-blizzard', 'grassy-terrain', 'dazzling-gleam', 'solar-blade', 'pollen-puff', 'terrain-pulse', 'tera-blast', 'trailblaze', 'alluring-voice']","Sneasler was one of the new Pokémon introduced inPokémon Legends: Arceus. It is the evolution of Hisuian Sneasel, making it a counterpart toWeavile. No other Pokémon can come close to its ability to fight in the arctic snow. A special Sneasler appears as a ridable Pokémon inPokémon Legends: Arceus, allowing the player to climb up mountains, trees, and other vertical surfaces. Like Weavile, Sneasler evolves from Sneasel when exposed to the Razor Claw item in the day instead of night."
931.0,Squawkabilly,"['Normal', 'Flying']",https://img.pokemondb.net/sprites/scarlet-violet/normal/squawkabilly.png,"['intimidate', 'hustle', 'guts']","['fly', 'fury-attack', 'take-down', 'double-edge', 'growl', 'hyper-beam', 'peck', 'quick-attack', 'mimic', 'rest', 'substitute', 'thief', 'reversal', 'protect', 'scary-face', 'endure', 'swagger', 'sleep-talk', 'sunny-day', 'uproar', 'heat-wave', 'torment', 'flatter', 'facade', 'taunt', 'helping-hand', 'endeavor', 'feather-dance', 'hyper-voice', 'fake-tears', 'air-cutter', 'aerial-ace', 'roost', 'tailwind', 'u-turn', 'copycat', 'air-slash', 'brave-bird', 'giga-impact', 'foul-play', 'final-gambit', 'hurricane', 'parting-shot', 'lash-out', 'dual-wingbeat', 'tera-blast', 'pounce']","Overqwil was one of the new Pokémon introduced inPokémon Legends: Arceus. It can evolve from Hisuian Qwilfish when it uses its signature move, Barb Barrage, in the Strong Style at least 20 times. It slurps up poison to nourish itself. Its lance-like spikes and violent attitude have earned it the nickname: the ""Sea Fiend""."
932.0,Nacli,['Rock'],https://img.pokemondb.net/sprites/scarlet-violet/normal/nacli.png,"['purifying-salt', 'sturdy', 'clear-body']","['headbutt', 'tackle', 'body-slam', 'take-down', 'rock-throw', 'earthquake', 'fissure', 'dig', 'recover', 'harden', 'rest', 'rock-slide', 'substitute', 'curse', 'protect', 'sandstorm', 'endure', 'sleep-talk', 'rain-dance', 'sunny-day', 'ancient-power', 'facade', 'helping-hand', 'iron-defense', 'mud-shot', 'rock-polish', 'power-gem', 'earth-power', 'zen-headbutt', 'flash-cannon', 'iron-head', 'stone-edge', 'stealth-rock', 'smack-down', 'heavy-slam', 'bulldoze', 'stomping-tantrum', 'meteor-beam', 'tera-blast']","Enamorus was one of the new Pokémon introduced inPokémon Legends: Arceus. It is a female-only fourth member of the Forces of Nature group of Legendary Pokémon previously introduced inGeneration V, followingTornadus,Thundurus, andLandorus. When this Legendary Pokémon flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui. Despite her association with love, she is known to punish those who disrespect life. Enamorus' ""Incarnate Forme"" is inspired by the JapaneseUgajin, akamiof fertility and prosperity, while its ""Therian Forme"" stems from the Four Symbols of Chinese myth, specifically theBlack Tortoise, along with thesoftshell turtle. It is capable of transforming between these Formes via an item called the ""Reveal Glass"". Its tail is visually inspired by a snake and incorporated into each form's design, tying into their respective legends."
933.0,Naclstack,['Rock'],https://img.pokemondb.net/sprites/scarlet-violet/normal/naclstack.png,"['purifying-salt', 'sturdy', 'clear-body']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'rock-throw', 'earthquake', 'dig', 'recover', 'harden', 'rest', 'rock-slide', 'substitute', 'curse', 'protect', 'sandstorm', 'endure', 'sleep-talk', 'rain-dance', 'sunny-day', 'facade', 'helping-hand', 'iron-defense', 'mud-shot', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'zen-headbutt', 'flash-cannon', 'iron-head', 'stone-edge', 'stealth-rock', 'smack-down', 'heavy-slam', 'bulldoze', 'stomping-tantrum', 'body-press', 'meteor-beam', 'tera-blast', 'salt-cure']","Sprigatito is acat-like Pokémon.[12]Sprigatito has been a popular Pokémon since its debut,[13][14]as well as being nicknamed ""Weed Cat"" by fans when it was first revealed to the public,[15][16]and has attracted commentary in regards to its evolutionary line, primarily in regards to whether its evolutions would bebipedalorquadrupedal.[14][17]Floragato is Sprigatito's evolution. It is abipedalcat-like Pokémon.[18]Meowscarada is a bipedal, humanoid,lynx-like Pokémon and the evolution of Floragato.[19]Meowscarada has been a popular Pokémon since its debut,[20][21]with critics noting that its design helped make it an appealing Pokémon despite initial concern over Sprigatito becoming bipedal by fans.[22][23]"
934.0,Garganacl,['Rock'],https://img.pokemondb.net/sprites/scarlet-violet/normal/garganacl.png,"['purifying-salt', 'sturdy', 'clear-body']","['fire-punch', 'ice-punch', 'thunder-punch', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'hyper-beam', 'rock-throw', 'earthquake', 'dig', 'recover', 'harden', 'explosion', 'rest', 'rock-slide', 'substitute', 'curse', 'protect', 'sandstorm', 'endure', 'sleep-talk', 'rain-dance', 'sunny-day', 'facade', 'focus-punch', 'helping-hand', 'brick-break', 'rock-tomb', 'iron-defense', 'block', 'mud-shot', 'rock-blast', 'gravity', 'hammer-arm', 'fling', 'rock-polish', 'power-gem', 'earth-power', 'giga-impact', 'avalanche', 'zen-headbutt', 'flash-cannon', 'iron-head', 'stone-edge', 'stealth-rock', 'wide-guard', 'smack-down', 'heavy-slam', 'bulldoze', 'stomping-tantrum', 'body-press', 'meteor-beam', 'tera-blast', 'salt-cure', 'hard-press']",Meowscarada (#908)
935.0,Charcadet,['Fire'],https://img.pokemondb.net/sprites/scarlet-violet/normal/charcadet.png,"['flash-fire', 'flame-body']","['take-down', 'leer', 'disable', 'ember', 'flamethrower', 'fire-spin', 'night-shade', 'confuse-ray', 'fire-blast', 'substitute', 'spite', 'protect', 'destiny-bond', 'endure', 'sleep-talk', 'sunny-day', 'heat-wave', 'will-o-wisp', 'facade', 'helping-hand', 'astonish', 'overheat', 'flare-blitz', 'lava-plume', 'flame-charge', 'clear-smog', 'incinerate', 'tera-blast']",—
936.0,Armarouge,"['Fire', 'Psychic']",https://img.pokemondb.net/sprites/scarlet-violet/normal/armarouge.png,"['flash-fire', 'weak-armor']","['take-down', 'leer', 'ember', 'flamethrower', 'psybeam', 'solar-beam', 'fire-spin', 'psychic', 'night-shade', 'confuse-ray', 'light-screen', 'reflect', 'fire-blast', 'rest', 'substitute', 'spite', 'protect', 'endure', 'sleep-talk', 'sunny-day', 'psych-up', 'shadow-ball', 'heat-wave', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'trick', 'astonish', 'weather-ball', 'overheat', 'iron-defense', 'calm-mind', 'fling', 'flare-blitz', 'aura-sphere', 'dark-pulse', 'dragon-pulse', 'focus-blast', 'energy-ball', 'flash-cannon', 'trick-room', 'lava-plume', 'wide-guard', 'psyshock', 'flame-charge', 'acid-spray', 'clear-smog', 'stored-power', 'ally-switch', 'incinerate', 'mystical-fire', 'psychic-terrain', 'expanding-force', 'meteor-beam', 'scorching-sands', 'tera-blast', 'armor-cannon']","Fuecoco is acrocodile-like Pokémon.[12]The name ""Fuecoco"" stems from the Spanish words ""fuego"", meaning ""fire"", and ""cocodrilo"", meaning ""crocodile"".[24]Fuecoco has seen significant popularity and praise since its debut, primarily for its appealing design.[25][26]Polls conducted byInside Gamesfound Fuecoco to be popular due to its vacant expression and cute appearance.[27][28]Crocalor is a larger, crocodile-like Pokémon that evolves from Fuecoco. It wears a burning nest with a large egg on its head, resembling a sombrero.[29]Skeledirge is a crocodile-like Pokémon that evolves from Crocalor. Its appearance seems to draw influence from the holiday known as theDay of the Dead, and its name comes from the words ""skeleton"" and ""dirge"". The egg that it had as a Crocalor has now hatched into a small bird made of fire, which rests on its nose and morphs into a stand microphone when Skeledirge uses its signature move ""Torch Song"".[29]"
937.0,Ceruledge,"['Fire', 'Ghost']",https://img.pokemondb.net/sprites/scarlet-violet/normal/ceruledge.png,"['flash-fire', 'weak-armor']","['swords-dance', 'take-down', 'leer', 'ember', 'flamethrower', 'fire-spin', 'night-shade', 'confuse-ray', 'light-screen', 'reflect', 'fire-blast', 'rest', 'substitute', 'curse', 'spite', 'protect', 'endure', 'false-swipe', 'sleep-talk', 'sunny-day', 'psych-up', 'shadow-ball', 'heat-wave', 'will-o-wisp', 'facade', 'taunt', 'helping-hand', 'brick-break', 'astonish', 'overheat', 'iron-defense', 'dragon-claw', 'bulk-up', 'close-combat', 'fling', 'flare-blitz', 'poison-jab', 'night-slash', 'x-scissor', 'vacuum-wave', 'shadow-claw', 'shadow-sneak', 'psycho-cut', 'lava-plume', 'iron-head', 'flame-charge', 'clear-smog', 'stored-power', 'quick-guard', 'ally-switch', 'hex', 'incinerate', 'phantom-force', 'solar-blade', 'throat-chop', 'poltergeist', 'tera-blast', 'bitter-blade']",Skeledirge (#911)
938.0,Tadbulb,['Electric'],https://img.pokemondb.net/sprites/scarlet-violet/normal/tadbulb.png,"['own-tempo', 'static', 'damp']","['tackle', 'water-gun', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'confuse-ray', 'light-screen', 'reflect', 'swift', 'rest', 'substitute', 'flail', 'protect', 'mud-slap', 'zap-cannon', 'endure', 'spark', 'sleep-talk', 'rain-dance', 'charge', 'hyper-voice', 'weather-ball', 'muddy-water', 'mud-shot', 'water-pulse', 'sucker-punch', 'discharge', 'charge-beam', 'electro-ball', 'soak', 'acid-spray', 'volt-switch', 'electroweb', 'wild-charge', 'parabolic-charge', 'eerie-impulse', 'electric-terrain', 'tera-blast', 'chilling-water']",—
939.0,Bellibolt,['Electric'],https://img.pokemondb.net/sprites/scarlet-violet/normal/bellibolt.png,"['electromorphosis', 'static', 'damp']","['tackle', 'water-gun', 'hyper-beam', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'toxic', 'confuse-ray', 'light-screen', 'reflect', 'swift', 'rest', 'substitute', 'flail', 'protect', 'mud-slap', 'zap-cannon', 'endure', 'spark', 'sleep-talk', 'rain-dance', 'charge', 'slack-off', 'hyper-voice', 'weather-ball', 'muddy-water', 'mud-shot', 'water-pulse', 'sucker-punch', 'giga-impact', 'discharge', 'charge-beam', 'electro-ball', 'acid-spray', 'volt-switch', 'electroweb', 'wild-charge', 'eerie-impulse', 'electric-terrain', 'tera-blast', 'chilling-water', 'supercell-slam']","Quaxly is aduck-like Pokémon.[12]It was described byInside Gamesas having numerous sailor-motifs in its design.[30]Quaxly's resemblance toDonald Duckbecame a briefinternet meme.[31][32]The gel secreted by its feathers repels water and grime.[33]Quaxwell is a duck-like Pokémon and an evolution of Quaxly.[34]Quaxwell evolves into Quaquaval, which also resembles a duck, with some additional apparent influence frompeacocks. Quaquaval is believed to take inspiration fromCarnival. Quaquaval is constantly dancing, which appears to be inspired by both Carnival and varioussambadances. Its Fighting-type is believed to take inspiration fromcapoeira.[35]"
940.0,Wattrel,"['Electric', 'Flying']",https://img.pokemondb.net/sprites/scarlet-violet/normal/wattrel.png,"['wind-power', 'volt-absorb', 'competitive']","['fly', 'take-down', 'growl', 'peck', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'agility', 'quick-attack', 'swift', 'rest', 'substitute', 'protect', 'endure', 'spark', 'sleep-talk', 'uproar', 'stockpile', 'spit-up', 'swallow', 'facade', 'charge', 'endeavor', 'feather-dance', 'weather-ball', 'air-cutter', 'aerial-ace', 'roost', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'discharge', 'charge-beam', 'electro-ball', 'acrobatics', 'volt-switch', 'electroweb', 'wild-charge', 'hurricane', 'eerie-impulse', 'electric-terrain', 'dual-wingbeat', 'tera-blast']",Quaquaval (#914)
941.0,Kilowattrel,"['Electric', 'Flying']",https://img.pokemondb.net/sprites/scarlet-violet/normal/kilowattrel.png,"['wind-power', 'volt-absorb', 'competitive']","['fly', 'take-down', 'growl', 'hyper-beam', 'peck', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'agility', 'quick-attack', 'swift', 'rest', 'substitute', 'protect', 'scary-face', 'endure', 'spark', 'sleep-talk', 'uproar', 'facade', 'charge', 'endeavor', 'feather-dance', 'weather-ball', 'air-cutter', 'aerial-ace', 'roost', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'giga-impact', 'discharge', 'charge-beam', 'electro-ball', 'acrobatics', 'volt-switch', 'electroweb', 'wild-charge', 'hurricane', 'eerie-impulse', 'electric-terrain', 'dual-wingbeat', 'tera-blast', 'supercell-slam']",—
942.0,Maschiff,['Dark'],https://img.pokemondb.net/sprites/scarlet-violet/normal/maschiff.png,"['intimidate', 'run-away', 'stakeout']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'dig', 'lick', 'rest', 'substitute', 'thief', 'reversal', 'protect', 'scary-face', 'destiny-bond', 'endure', 'charm', 'swagger', 'sleep-talk', 'rain-dance', 'sunny-day', 'crunch', 'facade', 'taunt', 'helping-hand', 'endeavor', 'fake-tears', 'payback', 'dark-pulse', 'thunder-fang', 'ice-fang', 'fire-fang', 'hone-claws', 'retaliate', 'snarl', 'play-rough', 'psychic-fangs', 'jaw-lock', 'lash-out', 'tera-blast', 'trailblaze']","Lechonk is apig-like Pokémon. Lechonk's English name is a combination of ""lechón"", a Spanish pork dish, ""oink"", anonomatopoeiafor the sound of a pig, and ""chonk"", which itself is derived from ""chunk(y)"", slang for a fat animal.[24]Oinkologne is acologne-themedhog-like Pokémon that evolves from Lechonk,[36]and has different appearances based on its gender.[37]"
943.0,Mabosstiff,['Dark'],https://img.pokemondb.net/sprites/scarlet-violet/normal/mabosstiff.png,"['intimidate', 'guard-dog', 'stakeout']","['headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'leer', 'bite', 'roar', 'hyper-beam', 'dig', 'lick', 'rest', 'substitute', 'thief', 'curse', 'reversal', 'spite', 'protect', 'scary-face', 'outrage', 'endure', 'charm', 'swagger', 'sleep-talk', 'pain-split', 'rain-dance', 'sunny-day', 'crunch', 'facade', 'taunt', 'helping-hand', 'endeavor', 'hyper-voice', 'fake-tears', 'payback', 'dark-pulse', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'hone-claws', 'wild-charge', 'snarl', 'play-rough', 'psychic-fangs', 'jaw-lock', 'lash-out', 'tera-blast', 'trailblaze', 'comeuppance']",—
944.0,Shroodle,"['Poison', 'Normal']",https://img.pokemondb.net/sprites/scarlet-violet/normal/shroodle.png,"['unburden', 'pickpocket', 'prankster']","['scratch', 'swords-dance', 'take-down', 'double-edge', 'leer', 'bite', 'dig', 'toxic', 'metronome', 'fury-swipes', 'rest', 'super-fang', 'slash', 'substitute', 'thief', 'protect', 'sludge-bomb', 'mud-slap', 'endure', 'swagger', 'sleep-talk', 'baton-pass', 'encore', 'rain-dance', 'sunny-day', 'psych-up', 'flatter', 'facade', 'taunt', 'helping-hand', 'knock-off', 'endeavor', 'poison-fang', 'mud-shot', 'u-turn', 'fling', 'copycat', 'poison-jab', 'switcheroo', 'nasty-plot', 'cross-poison', 'gunk-shot', 'venoshock', 'sludge-wave', 'acid-spray', 'foul-play', 'acrobatics', 'parting-shot', 'throat-chop', 'skitter-smack', 'tera-blast', 'pounce', 'trailblaze']","Tarountula is atarantula-like Pokémon. It carries a ball on its back resembling a ball of yarn.[38]Spidops is aspider-like Pokémon and the evolution of Tarountula. It has eight legs, though it stands bipedally.[39][40]It traps other Pokémon inside of web traps for its own enjoyment.[39]"
945.0,Grafaiai,"['Poison', 'Normal']",https://img.pokemondb.net/sprites/scarlet-violet/normal/grafaiai.png,"['unburden', 'poison-touch', 'prankster']","['scratch', 'swords-dance', 'take-down', 'double-edge', 'leer', 'low-kick', 'dig', 'toxic', 'metronome', 'fury-swipes', 'rest', 'super-fang', 'slash', 'substitute', 'thief', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'endure', 'sleep-talk', 'baton-pass', 'encore', 'rain-dance', 'sunny-day', 'psych-up', 'flatter', 'facade', 'taunt', 'helping-hand', 'knock-off', 'endeavor', 'poison-fang', 'mud-shot', 'poison-tail', 'u-turn', 'fling', 'poison-jab', 'x-scissor', 'switcheroo', 'giga-impact', 'nasty-plot', 'shadow-claw', 'gunk-shot', 'venoshock', 'sludge-wave', 'low-sweep', 'acid-spray', 'foul-play', 'acrobatics', 'throat-chop', 'skitter-smack', 'tera-blast', 'doodle', 'pounce', 'trailblaze']",—
946.0,Bramblin,"['Grass', 'Ghost']",https://img.pokemondb.net/sprites/scarlet-violet/normal/bramblin.png,"['wind-rider', 'infiltrator']","['disable', 'absorb', 'mega-drain', 'leech-seed', 'solar-beam', 'night-shade', 'confuse-ray', 'defense-curl', 'rest', 'substitute', 'thief', 'curse', 'spite', 'protect', 'scary-face', 'spikes', 'giga-drain', 'endure', 'rollout', 'sleep-talk', 'pain-split', 'rapid-spin', 'shadow-ball', 'beat-up', 'facade', 'astonish', 'bullet-seed', 'block', 'seed-bomb', 'energy-ball', 'shadow-sneak', 'leaf-storm', 'power-whip', 'grass-knot', 'hex', 'phantom-force', 'grassy-terrain', 'infestation', 'strength-sap', 'grassy-glide', 'poltergeist', 'tera-blast', 'pounce', 'trailblaze']","Nymble is a small,grasshopper-like Pokémon.[41]It evolves into Lokix, which more closely resembleslocustsin particular. Both Pokémon have six legs, with their rear legs kept folded up. Nymble can unfold its rear legs to jump far distances; meanwhile, Lokix can unfurl and stand on its rear legs to enter a battle stance known as Showdown Mode, in which is can deliver exceptionally powerful attacks, but will quickly tire itself out if it remains in this stance for too long.[42]Lokix appears to take inspiration from the titular heroes of theKamen Riderfranchise,[43]with its tendency to use kick-based attacks seemingly being in reference to the ""Rider Kick"" finishing move used byKamen Riderprotagonists.[41]"
